
@relation 'Luv'
@attribute x real
@attribute y real
@attribute L real
@attribute U real
@attribute V real
@data
17,22,54.972831,6.671755,9.673476
17,23,57.514063,6.549642,6.009572
17,24,65.226914,4.480092,4.165893
17,25,66.872229,4.621451,2.224754
17,26,70.807579,17.398215,-12.139813
17,27,78.267448,19.564642,-19.580128
17,28,80.240037,21.523595,-18.801815
17,29,81.789608,20.372754,-20.503922
17,30,81.954497,22.140227,-18.409744
17,31,82.453527,21.457381,-17.108604
17,32,82.166687,22.059186,-18.342358
17,33,81.292242,26.567704,-18.609741
17,34,84.499718,21.221097,-14.797511
17,35,83.540723,19.743760,-17.470390
17,36,85.404671,17.857813,-17.582456
17,37,85.956323,15.566954,-15.103865
17,38,86.652526,15.209071,-13.787022
17,39,87.844919,11.893824,-11.819051
17,40,90.406849,7.887224,-10.190350
17,41,88.210939,9.949539,-13.294332
17,42,84.661655,18.091979,-14.988655
17,43,81.121807,26.771147,-15.239429
17,44,85.021835,16.787168,-17.543677
17,45,84.289284,16.062647,-17.955927
17,46,85.052975,14.404307,-17.228529
17,47,85.888894,13.374474,-16.370435
17,48,85.860544,13.462311,-15.570668
17,49,86.657367,11.000034,-14.662331
17,50,87.167723,9.566584,-13.255024
17,51,87.098914,10.062641,-14.342173
17,52,87.453924,10.076766,-13.464329
17,53,88.494003,7.558563,-10.644786
17,54,86.755028,9.708139,-12.542984
17,55,85.550265,13.432731,-13.676162
17,56,87.043523,10.221632,-12.757560
17,57,86.627580,12.626228,-13.150783
17,58,86.001428,12.456834,-13.355033
17,59,86.238660,12.709903,-13.237935
17,60,86.546307,10.911506,-12.739428
17,61,83.455933,16.064496,-14.562465
17,62,82.242999,20.815009,-15.224628
17,63,84.808999,14.311078,-12.890304
17,64,85.989562,10.216724,-11.826048
17,65,84.925476,12.500859,-12.422270
17,66,85.850180,9.361602,-11.635954
17,67,85.455264,9.425320,-11.715152
17,68,84.320920,12.632095,-12.552681
17,69,85.695048,9.693328,-11.602680
17,70,85.115237,8.589266,-11.562739
17,71,83.090659,11.705727,-12.233243
17,72,83.209212,11.485946,-10.984205
17,73,82.495272,9.761974,-10.658437
17,74,80.123890,11.454437,-11.745315
17,75,75.954422,13.258589,-14.394344
17,76,63.702925,21.940952,-13.609032
17,77,46.508829,42.790974,-10.816360
17,78,72.962229,29.497677,-10.001777
17,79,80.093915,24.324864,-12.619743
17,80,84.152794,20.206561,-11.429145
17,81,86.580813,16.994503,-11.061602
17,82,88.030165,14.888276,-10.369954
17,83,88.378879,14.881218,-9.517004
17,84,88.883881,15.590884,-9.645273
17,85,89.635917,13.204746,-8.843398
17,86,90.014498,12.012289,-8.642102
17,87,90.671833,11.670278,-7.840739
17,88,91.512801,9.162393,-6.366798
17,89,92.388249,9.030193,-6.274934
17,90,93.434726,6.800320,-5.520807
17,91,93.752605,4.425288,-4.904597
17,92,94.019723,2.850299,-4.492513
17,93,95.152172,2.534024,-4.466438
17,94,94.439050,3.336461,-4.712734
17,95,94.665879,2.876797,-3.716842
17,96,95.246425,2.349514,-3.433175
17,97,94.499024,2.884671,-3.727015
17,98,94.915704,2.362237,-3.451766
17,99,94.749601,2.368665,-3.461159
18,0,53.130097,-12.041421,-13.813453
18,1,51.918873,-11.776745,-14.075822
18,2,52.792224,-11.543863,-13.797477
18,3,51.473645,-11.897854,-14.220575
18,4,52.358338,-11.658791,-13.934842
18,5,53.130097,-12.041421,-13.813453
18,6,53.253862,-13.733962,-13.360723
18,7,56.502500,-12.767062,-12.420100
18,8,57.566542,-10.935407,-13.219668
18,9,55.746314,-13.009652,-13.369181
18,10,56.530475,-12.785525,-13.138861
18,11,58.709101,-12.706838,-12.634758
18,12,60.493950,-12.227403,-12.158043
18,13,60.493950,-12.227403,-12.158043
18,14,59.839921,-11.867641,-11.545122
18,15,57.160109,-11.003158,-12.622398
18,16,56.024996,-10.671130,-11.353216
18,17,49.280407,-6.326365,-5.882683
18,18,46.260008,-0.376446,4.997613
18,19,48.114882,3.708565,11.670382
18,20,54.394802,2.385552,7.996793
18,21,62.251563,0.504400,6.997864
18,22,60.594210,3.815691,9.462526
18,23,60.067904,4.877844,9.059453
18,24,67.775643,3.394239,4.369654
18,25,73.944155,15.281682,-14.628385
18,26,77.169814,22.074659,-19.532900
18,27,79.383021,21.741186,-19.977896
18,28,81.699271,19.025373,-18.732013
18,29,80.393995,24.142569,-18.202395
18,30,81.752682,25.540861,-17.372652
18,31,82.135722,22.887284,-19.429564
18,32,82.960154,23.090008,-17.408812
18,33,82.721184,23.289148,-16.631776
18,34,85.204343,18.805163,-15.068304
18,35,84.111463,19.238816,-17.365317
18,36,88.435369,12.793503,-13.025349
18,37,90.302082,9.535490,-10.615074
18,38,89.952828,9.555904,-11.061136
18,39,89.680020,9.061222,-10.846064
18,40,88.356888,11.131094,-12.625785
18,41,86.738465,12.704956,-15.067226
18,42,85.954438,17.132344,-14.383083
18,43,83.318673,20.331532,-15.788509
18,44,86.657367,11.000034,-14.662331
18,45,87.943234,9.004749,-14.716167
18,46,86.240533,11.155197,-13.958484
18,47,86.710582,12.790114,-14.274246
18,48,86.685665,10.208275,-13.640048
18,49,86.281995,11.449845,-13.885589
18,50,86.835973,11.420012,-12.953499
18,51,87.455030,8.963532,-12.917557
18,52,87.781742,8.253481,-13.759772
18,53,87.292006,8.203313,-11.941644
18,54,86.491794,10.241848,-13.684908
18,55,86.835973,11.420012,-12.953499
18,56,86.947910,9.676426,-12.502011
18,57,87.235330,10.188527,-12.716242
18,58,86.448635,11.495307,-13.038904
18,59,86.448635,11.495307,-13.038904
18,60,86.448635,11.495307,-13.038904
18,61,84.895019,14.472928,-14.050510
18,62,85.407767,14.164557,-12.758329
18,63,86.294574,12.250517,-11.726803
18,64,85.607690,12.540781,-13.445033
18,65,84.348971,13.712383,-13.960881
18,66,83.279501,15.290473,-13.529871
18,67,84.768647,11.680890,-11.815986
18,68,83.590841,13.429795,-12.579940
18,69,84.984774,10.433998,-11.615309
18,70,84.784298,10.470220,-11.655633
18,71,83.328270,10.820822,-11.095610
18,72,82.494052,10.980846,-11.259698
18,73,82.284501,9.798470,-10.698284
18,74,80.155723,11.359137,-12.645190
18,75,76.978277,11.984790,-13.872617
18,76,67.091173,19.823166,-14.526471
18,77,39.629106,47.124024,-14.628775
18,78,61.131014,33.031967,-7.176936
18,79,78.828232,26.920061,-12.940160
18,80,84.009424,18.175899,-10.646694
18,81,87.624325,15.072956,-9.639627
18,82,87.062736,17.413907,-11.248390
18,83,88.121995,16.934726,-9.919666
18,84,88.977076,15.023322,-9.360083
18,85,90.014498,12.012289,-8.642102
18,86,90.414652,12.216860,-8.524460
18,87,91.029261,11.600938,-7.794152
18,88,91.181478,11.643457,-7.011862
18,89,92.648646,8.474516,-5.990869
18,90,94.185444,5.228823,-4.331921
18,91,94.234227,4.449369,-4.133519
18,92,94.185444,5.228823,-4.331921
18,93,93.885836,4.146112,-4.951283
18,94,94.938653,3.309366,-4.674462
18,95,94.986777,2.540857,-4.478483
18,96,94.986777,2.540857,-4.478483
18,97,95.021964,2.803960,-4.419476
18,98,95.152172,2.534024,-4.466438
18,99,94.915704,2.362237,-3.451766
19,0,52.265424,-12.281111,-14.088416
19,1,52.792224,-11.543863,-13.797477
19,2,52.792224,-11.543863,-13.797477
19,3,52.358338,-11.658791,-13.934842
19,4,53.554438,-11.926062,-13.681117
19,5,52.265424,-12.281111,-14.088416
19,6,53.130097,-12.041421,-13.813453
19,7,55.998123,-11.289714,-12.951124
19,8,56.026491,-11.312288,-13.675275
19,9,56.417666,-11.214917,-13.557564
19,10,56.530475,-12.785525,-13.138861
19,11,58.420102,-12.266534,-12.605527
19,12,58.420102,-12.266534,-12.605527
19,13,59.839921,-11.867641,-11.545122
19,14,59.379367,-10.482822,-12.025489
19,15,56.611331,-11.592610,-10.701040
19,16,55.373566,-11.862286,-9.488577
19,17,47.484282,-3.373936,-9.147592
19,18,40.607402,3.755919,4.366815
19,19,50.505438,5.109834,6.578266
19,20,59.256356,3.026181,5.055370
19,21,61.893956,-0.104449,5.512210
19,22,65.733733,2.295273,6.223064
19,23,68.661633,0.526646,7.306500
19,24,69.437482,12.250470,-7.610523
19,25,77.016992,23.675179,-21.077678
19,26,79.156510,22.844015,-17.223344
19,27,82.152223,21.638580,-19.264524
19,28,82.800614,19.704148,-20.217172
19,29,80.859645,26.055220,-16.768800
19,30,82.300678,23.459406,-16.753364
19,31,83.288422,21.150494,-16.863913
19,32,83.242432,22.493143,-16.192623
19,33,86.150352,17.075479,-14.335343
19,34,86.652526,15.209071,-13.787022
19,35,86.570167,14.627396,-13.931820
19,36,85.533306,16.467626,-16.241730
19,37,85.899290,16.452178,-15.333687
19,38,89.574866,9.651630,-10.744364
19,39,90.121211,9.564186,-10.647020
19,40,88.850874,9.733315,-11.266493
19,41,85.052215,14.839361,-15.939694
19,42,84.490970,16.450742,-16.596401
19,43,86.056819,13.417687,-15.519055
19,44,87.507429,10.735357,-12.533769
19,45,86.587871,11.497716,-15.754715
19,46,85.494280,13.463979,-16.479990
19,47,85.861685,12.326348,-15.013378
19,48,86.225326,12.329933,-14.113996
19,49,87.806514,10.090849,-12.594330
19,50,86.197163,12.415402,-13.310613
19,51,86.685665,10.208275,-13.640048
19,52,87.087299,7.861421,-12.847662
19,53,84.449189,14.992744,-16.104451
19,54,84.678506,15.729433,-14.258730
19,55,86.240533,11.155197,-13.958484
19,56,84.879403,15.675327,-14.209683
19,57,85.747737,13.387541,-13.630152
19,58,86.043085,12.752280,-13.282072
19,59,85.294306,14.374323,-13.954783
19,60,85.944446,13.342740,-13.584540
19,61,85.747737,13.387541,-13.630152
19,62,84.994557,15.024977,-14.310495
19,63,85.818384,12.882282,-12.515095
19,64,85.253186,12.925504,-13.462493
19,65,83.265360,14.885518,-14.451057
19,66,83.426179,16.163383,-13.721483
19,67,85.184458,10.398097,-11.575344
19,68,84.567307,11.721661,-11.857229
19,69,85.284581,9.800604,-11.269769
19,70,84.553930,10.591718,-10.860688
19,71,83.622101,11.403074,-10.904954
19,72,83.946042,9.515988,-10.389861
19,73,81.645459,11.147131,-11.430205
19,74,78.501390,14.050699,-13.450026
19,75,75.814058,15.386694,-14.948122
19,76,69.010337,19.100704,-17.204426
19,77,44.710714,40.156230,-18.507306
19,78,47.683682,38.518684,-5.839618
19,79,76.909001,28.139057,-11.478604
19,80,84.356974,18.966972,-10.807377
19,81,86.580813,16.994503,-11.061602
19,82,87.144311,17.990454,-11.107156
19,83,87.716495,17.816663,-10.999859
19,84,88.067312,17.796535,-10.140462
19,85,89.490664,14.605079,-9.340404
19,86,90.594529,12.180252,-8.498917
19,87,90.671833,11.670278,-7.840739
19,88,91.207083,11.566664,-7.771125
19,89,91.461515,9.977174,-6.574723
19,90,93.324366,7.388612,-5.044366
19,91,93.763191,5.775581,-4.615967
19,92,93.728174,4.486538,-4.168049
19,93,94.426017,4.376713,-4.850760
19,94,94.938653,3.309366,-4.674462
19,95,95.152172,2.534024,-4.466438
19,96,95.340815,2.470918,-5.171320
19,97,95.092901,2.980684,-5.439864
19,98,94.856180,2.811548,-4.431436
19,99,94.606086,3.327366,-4.699887
20,0,52.700481,-12.159729,-13.949172
20,1,51.918873,-11.776745,-14.075822
20,2,51.918873,-11.776745,-14.075822
20,3,53.220705,-11.431837,-13.663581
20,4,53.973664,-11.813535,-13.552031
20,5,52.700481,-12.159729,-13.949172
20,6,53.973664,-11.813535,-13.552031
20,7,55.998123,-11.289714,-12.951124
20,8,57.837442,-13.427243,-11.571390
20,9,58.578476,-13.210724,-11.384798
20,10,59.483504,-11.959460,-11.634446
20,11,59.149746,-12.073825,-12.407492
20,12,59.405249,-10.507437,-12.702301
20,13,59.379367,-10.482822,-12.025489
20,14,56.803198,-10.487176,-11.157504
20,15,53.792087,-10.095420,-12.474948
20,16,52.697196,-10.786802,-8.903963
20,17,50.120786,-3.538755,-4.321386
20,18,42.242810,2.938496,6.335648
20,19,51.058419,6.624605,9.605111
20,20,58.292487,2.167048,7.264329
20,21,60.096703,2.075998,6.959111
20,22,66.296661,2.366585,7.447343
20,23,70.682276,6.114424,-0.377782
20,24,74.154613,20.364615,-17.883058
20,25,77.735014,23.841671,-19.824506
20,26,79.021973,27.888294,-17.562680
20,27,84.085235,16.565134,-16.711806
20,28,82.919071,19.955630,-17.657864
20,29,81.323746,25.732337,-17.502893
20,30,83.567651,21.732756,-16.233167
20,31,85.091583,17.869295,-15.699421
20,32,85.574200,17.895657,-16.724396
20,33,86.539942,16.963194,-14.241077
20,34,86.748690,15.743720,-14.040419
20,35,90.599700,7.828521,-10.538635
20,36,89.351372,10.480828,-11.378634
20,37,85.277261,17.416392,-16.528864
20,38,85.292755,16.227945,-16.371631
20,39,86.111797,14.092969,-14.571552
20,40,87.602012,11.273167,-12.786935
20,41,87.791762,11.237211,-12.746151
20,42,84.098737,17.677879,-17.691871
20,43,85.222527,15.589901,-16.925360
20,44,85.606148,14.395061,-15.853783
20,45,83.143329,18.652732,-17.431921
20,46,84.129274,16.418718,-17.940464
20,47,83.380275,18.482828,-18.197834
20,48,84.215692,17.018476,-17.785408
20,49,87.439071,11.228191,-13.616782
20,50,86.822793,11.045764,-13.821551
20,51,85.636181,12.454018,-14.256035
20,52,86.086587,11.487893,-13.931731
20,53,85.718915,14.187267,-14.669052
20,54,85.917267,12.289754,-12.212492
20,55,86.058347,11.571895,-13.125776
20,56,84.490970,16.450742,-16.596401
20,57,85.322973,14.283209,-14.768252
20,58,86.001428,12.456834,-13.355033
20,59,84.778472,16.280424,-14.519057
20,60,85.846757,12.795023,-13.326592
20,61,83.968383,16.508664,-14.722604
20,62,82.259042,20.283658,-17.005594
20,63,83.793350,16.468199,-15.606643
20,64,84.723597,13.708481,-13.039367
20,65,84.824637,13.103961,-12.730455
20,66,85.653106,9.393322,-11.675380
20,67,85.085293,9.834382,-11.308609
20,68,84.524418,11.417080,-11.931587
20,69,83.914985,11.538513,-12.058493
20,70,84.380935,10.543650,-11.737376
20,71,83.328270,10.820822,-11.095610
20,72,83.225359,10.239079,-10.819034
20,73,79.421894,14.257874,-12.240225
20,74,75.480253,19.311751,-16.151529
20,75,74.939034,17.759988,-15.715037
20,76,72.238404,14.933673,-19.294411
20,77,55.472241,26.464119,-21.012083
20,78,41.808491,40.729286,-10.667415
20,79,73.091179,29.521788,-11.975876
20,80,82.570005,23.877299,-12.375404
20,81,85.684787,19.015544,-11.671270
20,82,85.950669,20.276799,-12.935228
20,83,86.146598,20.209168,-12.892084
20,84,87.143198,19.104113,-11.660638
20,85,88.883881,15.590884,-9.645273
20,86,90.000354,13.124339,-8.789548
20,87,90.529394,13.046194,-8.328336
20,88,90.939611,12.146877,-8.068603
20,89,91.358797,11.609116,-6.991181
20,90,92.163668,9.861495,-6.498494
20,91,93.459629,6.076258,-4.581221
20,92,94.652899,3.914988,-3.854621
20,93,94.772620,3.318334,-4.687130
20,94,94.927329,2.988712,-5.454515
20,95,95.505163,2.464346,-5.157566
20,96,95.552799,1.703952,-4.963358
20,97,95.505163,2.464346,-5.157566
20,98,95.669027,2.457818,-5.143905
20,99,95.269239,3.291614,-4.649388
21,0,52.700481,-12.159729,-13.949172
21,1,51.378274,-12.533621,-14.378086
21,2,51.824750,-12.405695,-14.231334
21,3,53.554438,-11.926062,-13.681117
21,4,52.700481,-12.159729,-13.949172
21,5,50.925801,-12.665035,-14.528839
21,6,52.700481,-12.159729,-13.949172
21,7,55.602337,-11.389626,-13.065739
21,8,56.309032,-13.889445,-11.969709
21,9,57.081228,-13.653252,-11.766162
21,10,57.970696,-12.912726,-12.839477
21,11,58.786704,-12.169187,-12.505489
21,12,60.542876,-11.689383,-11.371708
21,13,60.986353,-10.530730,-9.720828
21,14,55.572118,-10.717639,-9.965987
21,15,55.599312,-10.084963,-8.324631
21,16,49.616604,-3.528064,-3.470992
21,17,43.793366,1.117001,4.580142
21,18,46.704249,2.590866,5.586128
21,19,57.029503,3.191305,5.331216
21,20,66.535503,0.684932,3.252918
21,21,61.552954,2.522653,6.839549
21,22,61.650060,1.704794,9.505316
21,23,68.422377,17.512708,-11.766006
21,24,75.823085,23.403260,-19.388890
21,25,78.426574,23.550658,-19.582527
21,26,79.826046,24.553221,-19.644626
21,27,81.939971,21.717848,-19.335094
21,28,82.136146,22.173914,-17.497518
21,29,82.574415,20.767993,-17.205652
21,30,84.080142,20.962174,-15.804522
21,31,84.022907,20.257125,-16.782413
21,32,85.998016,15.859826,-15.030098
21,33,83.406877,21.178163,-18.854620
21,34,86.360690,15.847401,-14.132882
21,35,87.162930,13.747226,-12.382430
21,36,86.458529,15.259113,-13.832385
21,37,87.764064,12.014046,-13.752401
21,38,85.618104,16.618917,-17.367844
21,39,85.351227,14.901466,-17.420511
21,40,84.419616,15.803955,-17.157750
21,41,87.138576,11.468305,-14.817131
21,42,86.559907,11.580563,-14.962169
21,43,85.022995,15.642713,-16.982695
21,44,84.534655,16.305947,-17.817241
21,45,85.135907,16.578976,-16.351553
21,46,83.408488,19.297706,-16.382285
21,47,83.496945,19.442023,-17.548736
21,48,84.533887,16.749697,-16.519932
21,49,85.860544,13.462311,-15.570668
21,50,87.235330,10.188527,-12.716242
21,51,86.240533,11.155197,-13.958484
21,52,86.225326,12.329933,-14.113996
21,53,87.617921,9.011290,-12.087644
21,54,87.167723,9.566584,-13.255024
21,55,87.125128,10.804931,-12.614999
21,56,86.559907,11.580563,-14.962169
21,57,86.863787,11.337622,-13.749492
21,58,86.238660,12.709903,-13.237935
21,59,85.916127,13.430916,-12.775349
21,60,85.323371,13.567867,-12.905616
21,61,83.024243,18.609532,-15.417432
21,62,82.153875,19.720946,-16.741584
21,63,82.845847,18.571402,-16.316272
21,64,84.506344,14.968900,-13.245324
21,65,84.320920,12.632095,-12.552681
21,66,83.810905,13.335759,-12.955646
21,67,84.651807,13.497440,-12.285239
21,68,85.483088,9.767125,-11.231270
21,69,84.178032,10.580866,-11.778806
21,70,83.281902,12.905076,-12.353379
21,71,82.687613,12.197833,-11.384658
21,72,81.135995,13.492879,-11.939258
21,73,76.820277,17.317244,-13.749612
21,74,73.231086,20.134247,-16.839429
21,75,77.061023,13.559126,-15.379855
21,76,75.662749,11.933232,-17.602876
21,77,63.454740,18.672169,-18.554783
21,78,40.477079,36.561740,-14.183326
21,79,68.386834,30.541601,-11.297266
21,80,80.905447,26.155956,-13.288686
21,81,86.024054,17.069469,-11.986889
21,82,86.007645,19.386056,-12.705798
21,83,86.978801,19.068473,-12.497651
21,84,88.538533,15.600632,-10.490944
21,85,89.908952,13.680549,-9.069415
21,86,89.490664,14.605079,-9.340404
21,87,90.349296,13.085493,-8.353424
21,88,90.887773,12.968500,-8.278739
21,89,91.346704,11.259337,-7.812377
21,90,92.734501,8.978676,-6.239136
21,91,93.774418,6.762487,-5.490092
21,92,93.872671,5.195451,-5.090510
21,93,94.890488,4.078564,-4.870616
21,94,94.678523,2.497665,-5.227299
21,95,95.175981,2.477535,-5.185170
21,96,96.055201,0.677504,-4.789809
21,97,95.716523,1.699442,-4.950221
21,98,95.692944,1.754173,-4.237112
21,99,95.645428,2.513804,-4.430799
22,0,51.824750,-12.405695,-14.231334
22,1,53.973664,-11.813535,-13.552031
22,2,51.953311,-14.148553,-13.764047
22,3,53.130097,-12.041421,-13.813453
22,4,53.554438,-11.926062,-13.681117
22,5,51.378274,-12.533621,-14.378086
22,6,52.700481,-12.159729,-13.949172
22,7,54.387925,-11.703730,-13.426067
22,8,55.347722,-13.125610,-13.488344
22,9,56.916276,-12.677172,-13.027513
22,10,58.709101,-12.706838,-12.634758
22,11,58.341732,-12.808706,-12.736047
22,12,61.233152,-11.517929,-11.204914
22,13,58.810226,-10.981441,-8.783993
22,14,54.764908,-10.247179,-7.707599
22,15,54.263415,-7.997244,-6.511587
22,16,47.446847,-4.261798,-0.917157
22,17,44.555703,2.750169,5.929599
22,18,54.362712,4.774176,7.678359
22,19,61.479505,2.696261,9.038343
22,20,56.308056,5.488076,11.603494
22,21,60.194180,3.974549,11.074269
22,22,64.578539,7.546930,0.979858
22,23,73.666546,21.881800,-19.224687
22,24,77.637099,22.657584,-21.445377
22,25,78.588678,24.461372,-19.766552
22,26,78.254634,30.591275,-18.219614
22,27,81.710577,22.338253,-17.627198
22,28,81.124706,24.552638,-17.400100
22,29,81.693926,23.601169,-17.794203
22,30,82.105162,23.003720,-18.588665
22,31,84.357703,19.470097,-17.228237
22,32,85.899290,16.452178,-15.333687
22,33,84.561456,17.544543,-14.729136
22,34,83.730657,20.187651,-15.676778
22,35,82.695804,19.614043,-18.637172
22,36,85.436727,14.352812,-16.711803
22,37,87.123632,12.622935,-14.969955
22,38,86.738465,12.704956,-15.067226
22,39,87.574593,11.354352,-11.997479
22,40,88.558451,9.964295,-12.436379
22,41,86.753521,11.542830,-14.913417
22,42,86.670589,11.374713,-13.794474
22,43,85.392665,15.630705,-16.064196
22,44,87.013576,12.543959,-13.065097
22,45,85.791098,12.829235,-16.119721
22,46,83.807710,17.137248,-17.909533
22,47,84.692615,16.394305,-16.539464
22,48,84.187566,15.954907,-16.397390
22,49,85.959345,12.873199,-15.266751
22,50,86.851000,10.255016,-12.799226
22,51,87.833811,10.012632,-13.378634
22,52,88.023811,8.878161,-12.794527
22,53,87.673079,8.150616,-11.864932
22,54,85.776150,13.299298,-14.438540
22,55,85.009738,14.541598,-16.015170
22,56,86.642669,11.457500,-12.996021
22,57,86.739972,10.875681,-12.697601
22,58,85.550265,13.432731,-13.676162
22,59,86.420595,11.578849,-12.234691
22,60,85.323371,13.567867,-12.905616
22,61,84.172135,16.450832,-14.671029
22,62,82.606322,18.744982,-15.529648
22,63,83.040449,17.370069,-15.253417
22,64,83.426179,16.163383,-13.721483
22,65,85.125393,12.457891,-12.379572
22,66,83.677004,15.229578,-13.012770
22,67,84.710261,12.588649,-12.050480
22,68,84.437762,11.241867,-10.750789
22,69,84.280174,9.972557,-11.467498
22,70,83.312157,12.064670,-11.260373
22,71,81.383229,12.571520,-10.760233
22,72,80.624934,12.114125,-10.596271
22,73,76.499241,15.818219,-12.276066
22,74,76.039019,14.854546,-15.925632
22,75,78.539164,9.561081,-13.918161
22,76,77.515746,10.849683,-13.485557
22,77,70.069710,15.283539,-15.460303
22,78,46.975312,25.317572,-14.102900
22,79,63.138719,30.058314,-10.930336
22,80,80.281368,25.603010,-12.295366
22,81,85.262957,16.496867,-11.093635
22,82,87.090428,17.319509,-12.047372
22,83,87.282061,17.263359,-12.008314
22,84,88.498843,15.317604,-10.559502
22,85,89.490664,14.605079,-9.340404
22,86,90.000354,13.124339,-8.789548
22,87,90.773801,12.143926,-8.473570
22,88,91.207083,11.566664,-7.771125
22,89,91.346704,11.259337,-7.812377
22,90,92.163668,9.861495,-6.498494
22,91,93.447997,5.744185,-5.380686
22,92,95.420995,4.306364,-4.772792
22,93,94.233891,5.105066,-5.790578
22,94,94.463168,3.277962,-5.439143
22,95,95.879770,1.694962,-4.937172
22,96,95.798680,1.202139,-4.698359
22,97,95.879770,1.694962,-4.937172
22,98,95.938210,1.252699,-3.974965
22,99,95.692944,1.754173,-4.237112
23,0,53.130097,-12.041421,-13.813453
23,1,55.318811,-13.108403,-12.752165
23,2,55.318811,-13.108403,-12.752165
23,3,55.717724,-12.992002,-12.638927
23,4,52.265424,-12.281111,-14.088416
23,5,51.022464,-12.022258,-14.369264
23,6,53.130097,-12.041421,-13.813453
23,7,54.094470,-13.474571,-13.108382
23,8,55.231133,-11.513804,-13.918885
23,9,57.836694,-11.980037,-14.762328
23,10,59.125062,-12.645438,-13.890169
23,11,60.544200,-12.267846,-13.475410
23,12,62.245997,-11.272616,-10.966268
23,13,56.829481,-9.872718,-9.572438
23,14,54.024966,-6.864422,-6.298396
23,15,50.584229,-3.498446,-4.272162
23,16,47.049054,-5.338462,-6.872594
23,17,48.754636,-1.182281,2.574579
23,18,55.122431,3.209158,3.918895
23,19,57.221395,2.100976,5.853942
23,20,53.102334,5.800059,10.772251
23,21,60.294704,5.008398,4.657148
23,22,68.298865,18.277761,-12.753526
23,23,75.561493,24.914779,-19.660344
23,24,78.130817,23.906910,-17.857139
23,25,80.115321,20.511131,-19.489580
23,26,79.952799,24.330262,-18.343907
23,27,80.581555,24.173953,-17.263652
23,28,81.693926,23.601169,-17.794203
23,29,81.280838,23.227436,-19.718327
23,30,82.089068,23.545747,-16.815024
23,31,82.344304,24.955908,-17.261870
23,32,83.672609,20.185976,-18.548818
23,33,82.439568,20.319731,-16.097559
23,34,84.328482,19.573861,-16.410508
23,35,84.331603,16.807617,-16.577058
23,36,87.980443,11.894505,-14.487398
23,37,89.575561,9.258813,-11.962452
23,38,90.855993,7.299262,-9.853532
23,39,89.234745,9.240945,-12.803834
23,40,88.197767,9.289211,-11.118961
23,41,88.048468,10.712338,-11.629976
23,42,87.330030,11.431505,-14.769585
23,43,84.039974,17.879059,-16.049113
23,44,89.497008,9.088932,-10.879232
23,45,86.972701,12.253158,-13.136671
23,46,84.348161,15.156987,-17.719227
23,47,85.251633,14.789126,-15.885735
23,48,84.535825,15.151848,-17.252161
23,49,84.390431,15.899671,-16.340622
23,50,85.691970,13.419034,-16.424977
23,51,84.923913,14.380843,-14.869201
23,52,86.657754,10.288682,-12.841245
23,53,87.442389,7.885273,-11.973605
23,54,85.720453,12.331238,-12.253715
23,55,82.726418,18.787085,-17.557480
23,56,85.521726,13.521818,-12.861814
23,57,87.440558,9.408880,-11.262202
23,58,86.030091,11.656259,-12.316486
23,59,85.649670,12.838138,-13.371498
23,60,85.153000,13.524305,-13.769395
23,61,85.607690,12.540781,-13.445033
23,62,85.024954,13.058839,-12.686619
23,63,83.366204,17.092209,-13.961894
23,64,84.026863,16.040676,-13.158228
23,65,85.325676,11.260192,-11.767630
23,66,84.725930,11.377330,-11.890046
23,67,83.928943,11.935198,-11.139532
23,68,85.012097,11.210414,-9.805791
23,69,85.186012,8.494992,-9.107522
23,70,82.522774,11.796223,-9.366011
23,71,81.383659,11.792913,-8.730413
23,72,81.816592,7.523296,-8.229039
23,73,79.360679,11.404541,-10.594961
23,74,79.634504,10.266296,-14.795002
23,75,79.378558,10.401153,-13.951991
23,76,78.162101,9.542176,-11.271724
23,77,71.215199,14.438631,-12.629525
23,78,50.491041,20.611211,-14.322395
23,79,59.790722,29.183566,-9.059494
23,80,78.890589,28.984344,-12.492146
23,81,84.976690,17.560027,-10.534347
23,82,85.613955,19.516958,-12.791592
23,83,86.103147,21.492561,-12.239661
23,84,88.094472,17.703183,-10.929797
23,85,89.726733,13.722358,-9.097132
23,86,90.053062,12.290934,-8.576146
23,87,89.908952,13.680549,-9.069415
23,88,90.154483,14.234747,-8.525850
23,89,90.671833,11.670278,-7.840739
23,90,92.239410,8.985465,-7.041636
23,91,94.233891,5.105066,-5.790578
23,92,95.245139,3.997797,-5.561308
23,93,94.664580,4.537954,-5.863069
23,94,94.856180,2.811548,-4.431436
23,95,95.481494,2.520498,-4.442597
23,96,95.516994,2.436339,-5.514180
23,97,95.269865,2.944184,-5.782975
23,98,95.716523,1.699442,-4.950221
23,99,95.364873,1.763541,-4.259739
24,0,53.554438,-11.926062,-13.681117
24,1,54.536897,-13.365817,-13.735189
24,2,54.944627,-13.244297,-13.610310
24,3,57.160109,-11.003158,-12.622398
24,4,53.554438,-11.926062,-13.681117
24,5,53.616044,-13.572198,-11.696311
24,6,54.094470,-13.474571,-13.108382
24,7,53.554438,-11.926062,-13.681117
24,8,57.187584,-11.026550,-13.329850
24,9,58.525539,-13.175210,-9.990843
24,10,60.567978,-11.710973,-12.034612
24,11,61.935532,-11.375186,-11.689545
24,12,60.789208,-10.169694,-11.666280
24,13,56.854284,-8.597756,-5.615785
24,14,51.905335,-3.333796,-3.279867
