
@relation 'Luv'
@attribute x real
@attribute y real
@attribute L real
@attribute U real
@attribute V real
@data
42,1,59.433192,-12.509278,-12.438318
42,2,58.709101,-12.706838,-12.634758
42,3,57.970696,-12.912726,-12.839477
42,4,59.790082,-12.413453,-12.343037
42,5,60.245704,-13.768281,-11.865292
42,6,60.941297,-13.564716,-11.689863
42,7,60.595080,-13.665513,-11.776728
42,8,60.941297,-13.564716,-11.689863
42,9,60.472149,-14.719205,-12.684784
42,10,60.595080,-13.665513,-11.776728
42,11,58.448790,-14.314021,-12.335602
42,12,58.684857,-14.713351,-10.986561
42,13,59.125062,-12.645438,-13.890169
42,14,60.890875,-12.177952,-13.376668
42,15,55.393227,-5.461653,-5.078614
42,16,57.545650,2.206510,7.396611
42,17,59.183187,-0.271421,3.603325
42,18,54.862806,2.226145,6.202700
42,19,56.868774,-0.117605,6.206511
42,20,61.067100,2.104287,1.149639
42,21,68.477622,23.524899,-16.520160
42,22,74.702328,24.628142,-19.636745
42,23,76.679294,22.863544,-17.754749
42,24,76.847551,23.808644,-17.950630
42,25,77.099716,24.177147,-16.858771
42,26,77.434855,24.206914,-18.081226
42,27,76.351726,26.725651,-18.940083
42,28,77.486736,22.712531,-18.816643
42,29,77.866131,24.895500,-19.105961
42,30,78.867016,22.160707,-18.359473
42,31,78.980895,21.484053,-18.011991
42,32,78.248226,22.180330,-20.381423
42,33,81.561993,18.563905,-17.617900
42,34,81.775887,18.495002,-17.552508
42,35,81.578689,17.297275,-17.450429
42,36,80.303967,20.547839,-18.546866
42,37,81.238756,19.277711,-18.015995
42,38,81.238756,19.277711,-18.015995
42,39,81.162543,18.594557,-18.609275
42,40,79.318298,21.984331,-18.213351
42,41,82.713752,16.456548,-15.966996
42,42,82.652907,17.393174,-16.210710
42,43,81.437331,20.473660,-18.116246
42,44,80.523467,20.469045,-18.475745
42,45,79.909099,21.027851,-18.606626
42,46,80.367813,19.573295,-18.292233
42,47,80.478179,18.918624,-17.954543
42,48,79.306417,18.528222,-19.363191
42,49,79.162143,18.046802,-18.206593
42,50,79.209998,18.373051,-18.121017
42,51,79.610650,17.904309,-18.062838
42,52,79.865359,17.723869,-18.869465
42,53,79.530520,18.455318,-19.287002
42,54,80.417859,16.934841,-18.385510
42,55,82.370478,15.125565,-17.611562
42,56,82.159170,15.180954,-17.676056
42,57,80.541794,17.946952,-17.700764
42,58,82.731274,14.013988,-15.214451
42,59,82.731274,14.013988,-15.214451
42,60,82.249509,15.060247,-15.571677
42,61,82.219020,15.159279,-14.716829
42,62,81.225698,16.888954,-16.386539
42,63,80.713885,17.560419,-17.715903
42,64,79.369900,18.526890,-16.269272
42,65,80.588729,17.511442,-15.616892
42,66,79.595000,17.191558,-15.584147
42,67,79.371201,17.260273,-15.646436
42,68,78.806399,18.075148,-16.119612
42,69,77.306601,19.225149,-16.882443
42,70,76.514096,18.727639,-17.747877
42,71,76.751879,18.647178,-17.671625
42,72,75.913527,19.603574,-18.270837
42,73,76.497810,18.264072,-18.770596
42,74,75.149201,18.632072,-16.889973
42,75,73.651190,19.155373,-17.364345
42,76,74.087486,15.887337,-15.434496
42,77,72.161764,15.746439,-15.647446
42,78,68.344091,15.318566,-16.630782
42,79,58.802752,18.579633,-16.251675
42,80,62.997466,31.857942,-14.887533
42,81,72.167565,26.722254,-13.892953
42,82,75.402362,26.127368,-13.824518
42,83,76.334043,26.584213,-14.808470
42,84,77.515489,26.016395,-14.492173
42,85,77.311780,29.142850,-15.298759
42,86,77.762734,27.675905,-14.060905
42,87,78.618543,25.681207,-12.814804
42,88,79.872441,24.421712,-12.669987
42,89,80.407762,24.866637,-12.408337
42,90,81.248142,23.378845,-10.718869
42,91,83.155554,19.741483,-10.537332
42,92,85.278853,14.577619,-9.041872
42,93,87.846773,9.376287,-7.644157
42,94,87.781060,7.635232,-7.627116
42,95,87.781060,7.635232,-7.627116
42,96,87.632761,6.828805,-7.026072
42,97,88.575189,5.610682,-6.364088
42,98,88.947017,5.575258,-6.323907
42,99,89.146326,4.423594,-6.153632
43,0,57.595899,-13.018972,-12.945121
43,1,59.072893,-12.607052,-12.535537
43,2,58.341732,-12.808706,-12.736047
43,3,58.341732,-12.808706,-12.736047
43,4,58.078828,-14.430054,-12.435598
43,5,60.245704,-13.768281,-11.865292
43,6,62.295955,-13.180077,-11.358387
43,7,61.284427,-13.465831,-11.604645
43,8,61.526076,-11.961475,-11.893622
43,9,61.333656,-13.500556,-12.904699
43,10,60.245704,-13.768281,-11.865292
43,11,58.420102,-12.266534,-12.605527
43,12,59.433192,-12.509278,-12.438318
43,13,58.761779,-12.744636,-13.999132
43,14,60.990966,-13.598888,-12.998691
43,15,58.855771,-5.738097,-7.669430
43,16,56.958389,-4.579115,-2.501717
43,17,60.972511,-0.975970,0.487004
43,18,59.181815,0.431776,5.990312
43,19,52.302620,3.311566,10.421077
43,20,54.486133,-0.124729,6.582489
43,21,63.405647,20.261217,-13.458580
43,22,73.152139,25.473819,-19.206096
43,23,75.580448,23.506414,-19.474350
43,24,76.406215,23.877968,-19.038609
43,25,76.794953,25.327410,-17.203009
43,26,76.626505,24.385425,-17.004003
43,27,76.232650,26.122952,-18.655516
43,28,77.619898,22.478912,-17.456062
43,29,77.434855,24.206914,-18.081226
43,30,78.034186,21.962059,-17.398633
43,31,77.952684,21.236936,-18.028543
43,32,78.330548,21.622463,-19.132772
43,33,77.951343,22.524676,-18.661011
43,34,79.191154,20.953879,-18.913365
43,35,80.196597,18.240971,-19.062995
43,36,80.945931,18.664795,-18.679568
43,37,78.736475,22.902242,-18.260634
43,38,80.098555,21.063882,-17.659725
43,39,80.587024,19.498306,-18.222152
43,40,79.831201,19.576512,-17.199331
43,41,79.799152,19.691884,-16.314128
43,42,81.131800,17.958477,-15.770124
43,43,82.758227,16.765277,-15.888179
43,44,79.988599,20.482657,-17.388218
43,45,79.877103,21.146217,-17.728754
43,46,79.593259,19.215308,-18.236109
43,47,79.401789,19.176359,-19.191538
43,48,80.324489,16.294300,-18.552977
43,49,79.209998,18.373051,-18.121017
43,50,78.183267,21.149582,-17.954387
43,51,79.610650,17.904309,-18.062838
43,52,80.434954,15.643715,-18.214874
43,53,80.230938,15.652047,-18.720911
43,54,81.902967,13.713304,-17.230538
43,55,81.336196,14.551905,-16.830905
43,56,80.104078,16.357369,-18.624788
43,57,80.541794,17.946952,-17.700764
43,58,82.296433,13.708030,-16.256805
43,59,82.265973,13.803694,-15.405440
43,60,80.070089,18.196954,-16.959845
43,61,80.964532,15.402895,-15.925961
43,62,82.265973,13.803694,-15.405440
43,63,80.903557,14.662533,-16.958859
43,64,79.482583,17.858325,-15.926247
43,65,79.242894,17.490349,-16.970043
43,66,78.724902,18.636323,-17.369344
43,67,80.088589,15.642797,-16.174009
43,68,78.465323,17.542390,-15.902175
43,69,76.954410,18.688231,-16.666366
43,70,75.550515,19.058676,-18.061595
43,71,76.018372,18.423111,-18.934045
43,72,75.880088,18.383946,-16.665046
43,73,75.795635,17.098883,-18.831597
43,74,74.797886,18.008789,-17.152417
43,75,73.396604,19.246327,-17.446795
43,76,72.535259,15.852520,-16.995564
43,77,70.945047,16.336257,-17.514181
43,78,68.033792,17.048737,-16.941557
43,79,58.119816,18.672575,-17.856901
43,80,64.037199,29.216671,-15.564469
43,81,71.772843,26.198129,-13.636132
43,82,74.914133,23.620368,-12.583175
43,83,76.369020,25.664196,-13.579444
43,84,75.381915,28.911734,-14.688775
43,85,75.970635,29.334553,-14.378598
43,86,76.688676,28.949691,-14.189954
43,87,79.443849,23.288207,-12.595881
43,88,79.651233,23.257665,-12.091706
43,89,80.266773,24.419392,-11.221905
43,90,81.650188,20.377235,-9.932729
43,91,82.273516,19.723244,-10.771277
43,92,84.215367,15.757811,-9.438083
43,93,86.099996,10.851292,-8.033322
43,94,86.505097,9.594946,-7.822422
43,95,86.825070,7.761567,-7.753317
43,96,87.059643,6.896432,-7.095653
43,97,87.633863,5.701847,-6.467495
43,98,87.932222,5.077870,-6.560643
43,99,87.932222,5.077870,-6.560643
44,0,57.272090,-13.162618,-14.458257
44,1,58.394931,-12.845882,-14.110344
44,2,57.650181,-13.054799,-14.339825
44,3,57.272090,-13.162618,-14.458257
44,4,58.394931,-12.845882,-14.110344
44,5,60.296281,-13.801260,-13.192131
44,6,60.645198,-13.699103,-13.094483
44,7,62.343921,-13.216308,-12.632996
44,8,62.743029,-10.794635,-13.301624
44,9,61.234452,-12.089750,-13.279784
44,10,59.537181,-13.979991,-12.047740
44,11,60.567978,-11.710973,-12.034612
44,12,60.493950,-12.227403,-12.158043
44,13,60.245704,-13.768281,-11.865292
44,14,61.284427,-13.465831,-11.604645
44,15,61.859572,-8.839802,-8.570938
44,16,61.829504,-5.097016,-2.453689
44,17,52.776526,-0.918808,-4.363657
44,18,50.872872,0.130453,1.809863
44,19,47.867187,2.346386,12.476507
44,20,48.852343,2.282809,12.138448
44,21,58.414096,13.347680,-5.129457
44,22,70.273898,25.887494,-18.934772
44,23,76.441137,22.962382,-17.831502
44,24,75.857968,23.267032,-20.324784
44,25,77.083635,23.707439,-17.874326
44,26,76.406693,23.096621,-16.893457
44,27,75.837288,25.772230,-17.505141
44,28,76.148409,24.598401,-17.152511
44,29,76.198050,26.266345,-17.717890
44,30,77.552245,23.508319,-17.724199
44,31,77.952684,21.236936,-18.028543
44,32,77.887732,20.450384,-19.111917
44,33,79.833334,17.834144,-17.992051
44,34,79.848505,18.268324,-17.026363
44,35,77.919340,21.361683,-17.116807
44,36,77.416645,25.571293,-18.261553
44,37,77.719615,22.618100,-18.738410
44,38,80.322378,18.016197,-17.769059
44,39,79.561050,19.330153,-17.351686
44,40,79.093193,22.072064,-18.286035
44,41,78.948270,21.606383,-17.116862
44,42,77.254051,21.504686,-18.255843
44,43,78.411400,22.340779,-18.508658
44,44,79.191154,20.953879,-18.913365
44,45,78.934122,19.890314,-17.475028
44,46,78.707185,19.970811,-17.545750
44,47,77.588087,21.558636,-19.459230
44,48,78.627704,18.751467,-19.596497
44,49,78.348408,20.283393,-18.955856
44,50,77.017464,22.904482,-18.975668
44,51,79.275318,17.379162,-17.861144
44,52,80.608693,14.026602,-17.624192
44,53,80.450770,15.591938,-18.649017
44,54,81.733802,15.293320,-17.806889
44,55,81.336196,14.551905,-16.830905
44,56,79.386923,17.975191,-18.134348
44,57,80.840415,15.627305,-17.210897
44,58,82.191347,13.128795,-15.990752
44,59,80.981435,14.117790,-15.755983
44,60,78.267907,18.788962,-17.511606
44,61,80.573790,17.083435,-16.575234
44,62,80.198317,16.236962,-16.448848
44,63,78.984378,18.446630,-18.193588
44,64,79.532263,16.429603,-16.644003
44,65,78.401075,16.764183,-16.982949
44,66,78.889479,16.518225,-17.743046
44,67,78.287122,16.152942,-16.701479
44,68,78.138369,16.946118,-16.140280
44,69,78.435864,14.569843,-15.175146
44,70,75.983611,18.545806,-17.994102
44,71,75.289707,18.668507,-19.186247
44,72,75.969019,15.913577,-16.201966
44,73,75.448351,17.005187,-17.582666
44,74,75.239562,16.128167,-16.420445
44,75,73.416489,17.770491,-17.251827
44,76,72.067500,16.384750,-17.065454
44,77,71.558910,15.018152,-17.034799
44,78,68.385430,15.180774,-17.723894
44,79,56.016932,20.533508,-19.164631
44,80,63.783720,31.524716,-16.389763
44,81,73.736331,23.061485,-12.594360
44,82,75.405195,23.404418,-12.468133
44,83,74.911269,26.367194,-13.951415
44,84,74.839520,27.462848,-14.233764
44,85,75.136920,29.043282,-14.755609
44,86,76.538405,26.612558,-13.793066
44,87,77.965834,23.270514,-12.614236
44,88,78.750727,23.639630,-12.290291
44,89,79.508000,22.796570,-10.886609
44,90,80.677006,21.359583,-10.418927
44,91,81.849144,19.872331,-10.852696
44,92,83.366246,16.086147,-8.713254
44,93,83.971976,11.941273,-7.772490
44,94,85.681610,8.262948,-7.424520
44,95,86.188390,6.423930,-6.917401
44,96,86.480080,6.965816,-7.167042
44,97,86.383411,6.402225,-6.894028
44,98,85.992622,6.445826,-6.940979
44,99,86.033149,7.905312,-7.444251
45,0,57.650181,-13.054799,-14.339825
45,1,58.024429,-12.949246,-14.223882
45,2,58.394931,-12.845882,-14.110344
45,3,57.272090,-13.162618,-14.458257
45,4,58.132405,-14.458650,-13.820507
45,5,58.501836,-14.343442,-13.710383
45,6,60.296281,-13.801260,-13.192131
45,7,62.010069,-13.309319,-12.721903
45,8,61.574998,-12.003190,-13.184703
45,9,60.296281,-13.801260,-13.192131
45,10,60.245704,-13.768281,-11.865292
45,11,60.493950,-12.227403,-12.158043
45,12,60.941297,-13.564716,-11.689863
45,13,61.624536,-13.368800,-11.521025
45,14,60.421804,-14.690591,-11.358610
45,15,60.839764,-11.559001,-9.961368
45,16,60.456794,-4.614460,-0.289307
45,17,54.376886,-4.466452,-5.749992
45,18,51.039584,-2.651234,-1.448454
45,19,45.729120,-0.381986,5.071163
45,20,43.045452,4.620842,7.719321
45,21,47.105362,5.598848,7.207809
45,22,63.029200,25.063824,-16.854650
45,23,73.952603,24.161020,-17.671986
45,24,76.646834,21.925018,-19.789933
45,25,76.371746,24.014443,-18.105794
45,26,75.577188,25.959234,-17.106526
45,27,75.506480,27.032722,-17.385414
45,28,76.131080,24.668292,-16.679964
45,29,75.749508,26.912861,-17.308328
45,30,76.626505,24.385425,-17.004003
45,31,78.674370,20.090204,-16.644125
45,32,77.986466,20.339393,-16.850570
45,33,78.541972,22.110552,-17.170012
45,34,77.952684,21.236936,-18.028543
45,35,79.384771,19.731804,-17.335765
45,36,79.848505,18.268324,-17.026363
45,37,79.159980,19.810650,-17.405037
45,38,79.032864,18.002121,-16.054485
45,39,78.463997,18.829018,-16.534584
45,40,77.454414,21.541060,-17.260539
45,41,77.101976,22.333254,-17.692699
45,42,79.658057,18.228136,-17.978091
45,43,78.609950,20.081873,-19.772222
45,44,78.627704,18.751467,-19.596497
45,45,78.348408,20.283393,-18.955856
45,46,77.119839,21.739836,-19.622785
45,47,78.118633,20.366447,-19.033474
45,48,78.399289,18.827436,-19.675889
45,49,78.252223,18.340778,-18.503172
45,50,77.873726,17.923261,-17.390077
45,51,79.581892,15.007886,-17.358298
45,52,81.429701,13.498924,-17.440704
45,53,81.260136,13.867671,-17.424498
45,54,80.058393,14.787683,-18.100211
45,55,79.162143,18.046802,-18.206593
45,56,78.367589,17.661678,-18.151496
45,57,81.121613,13.376545,-16.292509
45,58,81.354218,12.050302,-16.062270
45,59,80.981435,14.117790,-15.755983
45,60,80.655563,13.577612,-15.542205
45,61,80.592097,14.549024,-15.795319
45,62,79.867091,15.704292,-16.237593
45,63,78.037739,18.866500,-17.583873
45,64,78.743931,16.021399,-16.565469
45,65,80.592097,14.549024,-15.795319
45,66,79.804710,14.948871,-17.290041
45,67,78.171558,16.833230,-17.052897
45,68,78.582360,15.078270,-16.369902
45,69,77.960265,14.246061,-16.307375
45,70,77.193572,15.459891,-16.784213
45,71,74.672755,19.563888,-19.737111
45,72,75.113774,18.758622,-15.924644
45,73,75.325487,17.723353,-17.954636
45,74,73.796925,18.345244,-17.472874
45,75,71.305583,20.016426,-18.144889
45,76,71.136156,17.413463,-17.729033
45,77,70.127649,16.592838,-17.789263
45,78,66.927719,15.618833,-18.235338
45,79,59.546692,21.929435,-18.482681
45,80,63.671083,29.625444,-14.450907
45,81,69.958596,25.965809,-13.832652
45,82,74.508090,22.664901,-12.914457
45,83,73.986078,25.749214,-13.926965
45,84,75.211980,24.664263,-14.672704
45,85,74.911269,26.367194,-13.951415
45,86,76.043426,25.579033,-12.763819
45,87,77.949170,23.336269,-12.146533
45,88,77.814716,25.409227,-12.679087
45,89,78.424881,23.603227,-11.030023
45,90,80.128770,20.941958,-10.207999
45,91,80.835019,19.276577,-10.811511
45,92,81.470459,16.638580,-9.012486
45,93,82.820614,12.839033,-7.795437
45,94,83.989061,9.507614,-7.014287
45,95,84.843401,8.071081,-7.600352
45,96,85.598816,6.490203,-6.988765
45,97,85.400762,6.512690,-7.012978
45,98,84.801911,6.581375,-7.086940
45,99,84.077677,8.498491,-7.636163
46,0,59.125062,-12.645438,-13.890169
46,1,61.234452,-12.089750,-13.279784
46,2,59.125062,-12.645438,-13.890169
46,3,55.719231,-13.618199,-14.958682
46,4,57.382289,-14.696461,-14.047822
46,5,57.759254,-14.576295,-13.932959
46,6,59.588711,-14.011652,-13.393238
46,7,59.944144,-13.905422,-13.291696
46,8,59.229903,-14.120018,-13.496821
46,9,60.595080,-13.665513,-11.776728
46,10,60.769583,-14.581345,-11.274142
46,11,60.245704,-13.768281,-11.865292
46,12,61.794457,-14.265891,-11.030237
46,13,60.941297,-13.564716,-11.689863
46,14,60.595080,-13.665513,-11.776728
46,15,59.433192,-12.509278,-12.438318
46,16,61.327104,-8.548382,-10.563267
46,17,58.461930,-5.089617,-4.732671
46,18,55.219630,-5.213596,-0.326870
46,19,45.839604,3.238830,3.765622
46,20,45.914424,4.076428,4.977971
46,21,52.215431,-1.480374,5.785795
46,22,54.417235,11.084933,-6.368792
46,23,70.411537,25.081597,-18.522240
46,24,74.810482,22.602057,-18.110701
46,25,74.647211,26.208138,-18.867016
46,26,74.734757,26.977883,-18.197856
46,27,75.016514,27.276635,-17.542280
46,28,75.871242,26.185880,-16.939827
46,29,76.337250,24.151721,-17.167885
46,30,77.587668,21.305775,-15.893568
46,31,77.935136,21.819903,-16.113546
46,32,77.952684,21.236936,-18.028543
46,33,76.847551,23.808644,-17.950630
46,34,78.446181,20.172389,-16.712212
46,35,79.960068,17.607166,-16.686023
46,36,79.723212,16.472491,-15.689175
46,37,77.386521,22.573499,-17.529515
46,38,77.772991,19.064133,-16.741049
46,39,80.685781,14.718667,-17.023784
46,40,79.884382,14.394075,-16.064327
46,41,78.563266,17.703390,-17.176746
46,42,78.629481,16.695862,-16.913736
46,43,77.790599,18.492468,-18.656204
46,44,77.607582,18.904639,-18.645313
46,45,76.646834,21.925018,-19.789933
46,46,77.139530,19.063937,-18.802426
46,47,78.434079,16.652670,-17.887459
46,48,77.790599,18.492468,-18.656204
46,49,77.071177,20.097242,-19.073099
46,50,78.566779,14.638620,-17.360422
46,51,80.154840,12.934162,-16.711029
46,52,79.711431,13.035977,-16.842574
46,53,80.860710,11.405029,-17.217504
46,54,79.470742,14.405126,-17.083514
46,55,77.742630,16.859732,-18.109875
46,56,77.739055,19.967845,-17.924109
46,57,78.662327,16.585096,-17.814875
46,58,79.470742,14.405126,-17.083514
46,59,79.133114,15.127741,-17.496924
46,60,79.326966,13.901472,-15.912926
46,61,78.155841,16.387429,-18.048048
46,62,77.940916,16.903016,-17.123594
46,63,76.869628,19.266958,-17.957106
46,64,77.173904,18.150323,-17.610384
46,65,78.353725,15.140183,-16.437118
46,66,77.242107,17.116939,-17.340308
46,67,78.533868,14.744738,-16.455680
46,68,77.193572,15.459891,-16.784213
46,69,77.563481,13.338653,-16.176206
46,70,77.042666,14.941944,-15.562707
46,71,75.413155,17.125983,-16.626131
46,72,75.429829,17.599676,-15.573183
46,73,74.534161,16.229161,-17.619380
46,74,71.858305,18.297021,-17.762989
46,75,70.104620,19.664170,-18.729081
46,76,71.271091,16.633481,-17.324518
46,77,69.375803,15.657532,-17.760036
46,78,65.372465,16.243370,-17.634806
46,79,61.217585,23.239657,-16.813675
46,80,65.530975,30.250923,-14.136557
46,81,68.921760,25.306011,-13.820143
46,82,71.259249,26.385000,-14.302504
46,83,74.080245,21.766381,-12.749851
46,84,74.237354,25.628031,-13.861421
46,85,73.966445,27.219628,-14.121547
46,86,75.820811,24.270212,-12.632650
46,87,77.015247,23.739688,-12.356513
46,88,78.146588,23.369237,-11.160089
46,89,78.424881,23.603227,-11.030023
46,90,79.350312,20.600521,-10.034019
46,91,80.416235,16.858508,-10.097342
46,92,82.491234,13.110129,-9.096564
46,93,82.478506,10.708575,-7.441215
46,94,83.091490,10.185807,-8.304129
46,95,83.844811,8.175490,-8.166800
46,96,84.470842,6.861537,-7.916957
46,97,84.600705,6.604689,-7.112045
46,98,84.094726,6.064652,-6.879017
46,99,82.375833,8.431366,-7.939624
47,0,59.588711,-14.011652,-13.393238
47,1,59.841269,-12.452924,-13.678706
47,2,56.890056,-13.272781,-14.579265
47,3,56.227498,-15.072993,-14.407735
47,4,58.132405,-14.458650,-13.820507
47,5,58.867640,-14.230590,-13.602513
47,6,59.588711,-14.011652,-13.393238
47,7,61.333656,-13.500556,-12.904699
47,8,61.504853,-14.399656,-12.409401
47,9,60.245704,-13.768281,-11.865292
47,10,58.997986,-15.149845,-11.713701
47,11,60.595080,-13.665513,-11.776728
47,12,62.178320,-14.196402,-12.234240
47,13,60.493950,-12.227403,-12.158043
47,14,59.433192,-12.509278,-12.438318
47,15,60.194356,-12.359485,-13.576069
47,16,62.010069,-13.309319,-12.721903
47,17,61.031356,-7.469399,-7.734024
47,18,57.310150,-2.379083,-2.766039
47,19,49.098101,0.823945,2.043300
47,20,43.912234,2.984567,8.315888
47,21,43.508315,-0.406522,5.396900
47,22,47.112227,0.868202,2.153053
47,23,61.389295,22.262108,-16.313735
47,24,71.947426,22.595767,-16.847149
47,25,74.704263,22.458819,-16.753710
47,26,75.074039,22.986774,-16.975256
47,27,74.093494,26.677967,-17.580154
47,28,75.871242,26.185880,-16.939827
47,29,75.526384,25.056880,-18.716103
47,30,76.610259,23.910972,-18.027781
47,31,75.837288,25.772230,-17.505141
47,32,77.852118,22.385340,-17.383399
47,33,78.150087,21.273431,-17.046092
47,34,79.159980,19.810650,-17.405037
47,35,79.112075,19.484625,-17.490347
47,36,78.724902,18.636323,-17.369344
47,37,78.790892,17.631635,-17.107126
47,38,80.152721,14.662473,-15.918487
47,39,80.981435,14.117790,-15.755983
47,40,80.027779,13.636731,-16.609413
47,41,77.873726,17.923261,-17.390077
47,42,78.004456,18.984922,-16.671490
47,43,78.711143,16.130828,-15.660021
47,44,77.424313,18.529952,-16.525210
47,45,76.632450,19.349710,-18.034232
47,46,77.207783,18.032029,-18.532118
47,47,76.904628,18.625193,-20.351444
47,48,77.173904,18.150323,-17.610384
47,49,77.040828,17.073572,-18.339572
47,50,78.385434,16.320428,-17.974257
47,51,77.275936,17.001517,-18.262174
47,52,77.207783,18.032029,-18.532118
47,53,78.204723,16.720959,-17.960812
47,54,78.841300,16.188521,-17.828984
47,55,77.493926,16.479574,-19.188113
47,56,76.836875,18.066038,-16.376863
47,57,78.434079,16.652670,-17.887459
47,58,78.680061,15.250098,-17.638444
47,59,78.812074,13.245961,-17.113874
47,60,78.057047,16.219767,-16.770573
47,61,77.693265,16.523587,-18.198003
47,62,77.125298,16.494379,-17.054511
47,63,77.559891,16.468791,-15.988120
47,64,77.208253,17.233014,-16.413533
47,65,76.532663,17.337995,-17.564249
47,66,76.958046,15.525946,-16.855926
47,67,77.495746,14.365908,-16.444562
47,68,77.026566,14.488393,-16.584771
47,69,76.432660,15.314527,-17.091586
47,70,75.413155,17.125983,-16.626131
47,71,75.239562,16.128167,-16.420445
47,72,75.848947,15.271458,-15.905910
47,73,74.231314,15.944899,-17.795105
47,74,72.198081,17.067625,-17.376927
47,75,70.595347,17.593300,-17.912129
47,76,71.002365,16.718583,-17.413156
47,77,68.486427,16.055804,-16.965227
47,78,65.921354,13.980490,-16.734310
47,79,63.951363,24.769611,-15.323677
47,80,66.806876,27.630031,-14.719225
47,81,68.698368,25.842318,-13.793750
47,82,70.586476,24.496586,-13.378099
47,83,71.372988,27.132012,-14.105987
47,84,72.036893,26.065920,-13.567317
47,85,73.499122,24.511420,-13.864040
47,86,74.237354,25.628031,-13.861421
47,87,75.492223,23.613126,-13.355951
47,88,76.813456,22.920271,-11.180211
47,89,77.752729,21.212460,-10.332080
47,90,78.444031,20.944509,-10.201567
47,91,80.433330,15.544571,-9.923233
47,92,81.598335,11.747531,-8.696816
47,93,82.253230,10.338950,-8.428982
47,94,83.079706,7.355567,-8.045576
47,95,83.065508,6.957628,-8.989304
47,96,83.921321,4.807501,-7.170305
47,97,83.347189,6.392916,-7.775813
47,98,81.372707,7.623644,-7.843872
47,99,79.853702,12.123790,-8.975365
48,0,58.394931,-12.845882,-14.110344
48,1,59.125062,-12.645438,-13.890169
48,2,57.272090,-13.162618,-14.458257
48,3,58.394931,-12.845882,-14.110344
48,4,59.588711,-14.011652,-13.393238
48,5,59.588711,-14.011652,-13.393238
48,6,59.588711,-14.011652,-13.393238
48,7,61.333656,-13.500556,-12.904699
48,8,60.841077,-12.137062,-12.068214
48,9,60.470823,-14.153268,-10.568343
48,10,58.815111,-14.200384,-12.237672
48,11,61.333656,-13.500556,-12.904699
48,12,61.961691,-13.273566,-11.438954
48,13,59.893096,-13.873085,-11.955611
48,14,60.595080,-13.665513,-11.776728
48,15,61.743852,-12.338234,-10.632900
48,16,61.234452,-12.089750,-13.279784
48,17,62.835324,-9.768495,-11.809004
48,18,60.060675,-7.119384,-7.791883
48,19,53.956907,-0.720719,-1.787310
48,20,48.288583,6.949708,8.306442
48,21,39.392586,7.533662,14.414066
48,22,38.129952,7.564889,12.166695
48,23,39.810688,14.232010,3.062789
48,24,60.672800,26.310486,-17.692992
48,25,72.283481,24.210140,-17.878687
48,26,74.702824,23.828531,-17.428795
48,27,73.445419,24.389445,-17.839061
48,28,74.236351,27.226325,-18.365442
48,29,75.087984,26.193213,-17.260713
48,30,75.769791,24.161032,-16.459082
48,31,75.404218,24.998668,-16.903354
48,32,76.148409,24.598401,-17.152511
48,33,77.820047,21.216482,-15.826958
48,34,77.802867,22.053360,-17.470964
48,35,78.216884,20.255446,-16.781023
48,36,77.772991,19.064133,-16.741049
48,37,77.522208,20.510015,-16.991925
48,38,77.306601,19.225149,-16.882443
48,39,78.596613,16.807229,-16.007995
48,40,80.027779,13.636731,-16.609413
48,41,79.823313,12.379785,-16.501449
48,42,78.287122,16.152942,-16.701479
48,43,76.168517,21.862678,-16.309003
48,44,76.495998,19.316971,-15.779207
48,45,78.223963,14.081539,-17.151185
48,46,78.338069,14.698533,-17.431475
48,47,76.751879,18.647178,-17.671625
48,48,77.742630,16.859732,-18.109875
48,49,77.327994,15.521917,-18.998918
48,50,76.972329,18.108528,-18.610739
48,51,75.111857,20.939958,-18.796725
48,52,76.224134,18.464932,-17.915634
48,53,78.189017,16.276529,-18.951696
48,54,77.958462,16.343491,-19.029664
48,55,77.040828,17.073572,-18.339572
48,56,77.925122,16.455144,-18.122625
48,57,78.204723,16.720959,-17.960812
48,58,78.533868,14.744738,-16.455680
48,59,79.167370,12.959731,-15.716675
48,60,78.190811,14.187100,-16.239882
48,61,76.958046,15.525946,-16.855926
48,62,75.254388,18.794020,-18.234932
48,63,76.414052,16.708386,-17.275785
48,64,76.483380,15.660270,-17.001757
48,65,75.777253,17.687827,-16.846719
48,66,76.139878,16.899471,-16.406230
48,67,74.797886,18.008789,-17.152417
48,68,76.039019,14.854546,-15.925632
48,69,75.832425,14.806789,-16.949237
48,70,75.519149,15.938162,-17.303454
48,71,73.980005,16.019138,-17.877958
48,72,74.534161,16.229161,-17.619380
48,73,74.393693,14.240534,-16.152762
48,74,72.610787,14.722893,-16.699893
48,75,69.131231,19.271413,-18.708943
48,76,66.728961,22.080345,-18.112592
48,77,64.046371,21.985223,-18.785067
48,78,65.153214,15.031258,-17.398960
48,79,65.071806,27.326049,-14.923328
48,80,69.564893,23.810247,-13.354277
48,81,69.564893,23.810247,-13.354277
48,82,71.127395,24.241377,-13.238724
48,83,72.786364,22.372334,-12.547805
48,84,71.943891,25.246061,-14.279564
48,85,71.413061,25.503863,-14.425382
48,86,72.448076,26.508767,-14.337784
48,87,74.490128,22.735674,-12.416428
48,88,75.789629,21.139687,-11.856460
48,89,75.996415,21.176950,-10.828332
48,90,79.580240,14.898432,-8.904736
48,91,81.508458,9.854159,-8.233095
48,92,81.140190,8.955848,-8.047113
